seed_idx,generation,bsf
242,36,1.9518283605575562
242,37,1.9518283605575562
242,38,1.9518283605575562
242,39,1.9518283605575562
242,40,1.9518283605575562
242,41,1.9518283605575562
242,42,1.9518283605575562
242,43,1.9518283605575562
242,44,1.9518283605575562
242,45,1.9518283605575562
242,46,1.9518283605575562
242,47,1.9518283605575562
242,48,1.9518283605575562
242,49,1.9518283605575562
243,0,1.9542477130889893
243,1,1.9542477130889893
243,2,1.9449145793914795
243,3,1.8284794092178345
243,4,1.6796067953109741
243,5,1.6796067953109741
243,6,1.6796067953109741
243,7,1.6796067953109741
243,8,1.6796067953109741
243,9,1.6528714895248413
243,10,1.6528714895248413
243,11,1.6528714895248413
243,12,1.6528714895248413
243,13,1.629377841949463
243,14,1.629377841949463
243,15,1.629377841949463
243,16,1.629377841949463
243,17,1.629377841949463
243,18,1.629377841949463
243,19,1.629377841949463
243,20,1.629377841949463
243,21,1.629377841949463
243,22,1.532999038696289
243,23,1.532999038696289
243,24,1.532999038696289
243,25,1.532999038696289
243,26,1.532999038696289
243,27,1.532999038696289
243,28,1.532999038696289
243,29,1.532999038696289
243,30,1.532999038696289
243,31,1.532999038696289
243,32,1.532999038696289
243,33,1.532999038696289
243,34,1.532999038696289
243,35,1.532999038696289
243,36,1.4441614151000977
243,37,1.4399590492248535
243,38,1.4399590492248535
243,39,1.4399590492248535
243,40,1.4399590492248535
243,41,1.3892831802368164
243,42,1.3892831802368164
243,43,1.3892831802368164
243,44,1.3892831802368164
243,45,1.27214515209198
243,46,1.27214515209198
243,47,1.27214515209198
243,48,1.27214515209198
243,49,1.27214515209198
244,0,7.2713141441345215
244,1,5.747233867645264
244,2,5.747233867645264
244,3,5.602720260620117
244,4,5.49193811416626
244,5,5.49193811416626
244,6,5.488755702972412
244,7,5.488755702972412
244,8,5.488755702972412
244,9,5.488755702972412
244,10,5.488755702972412
244,11,5.488755702972412
244,12,5.488755702972412
244,13,5.488755702972412
244,14,5.271913051605225
244,15,5.1622209548950195
244,16,5.1622209548950195
244,17,5.1622209548950195
244,18,5.150406360626221
244,19,5.150406360626221
244,20,5.043195724487305
244,21,5.043195724487305
244,22,4.9865899085998535
244,23,4.963865756988525
244,24,4.963865756988525
244,25,4.4182586669921875
244,26,3.985894203186035
244,27,3.985894203186035
244,28,3.985894203186035
244,29,3.985894203186035
244,30,3.985894203186035
244,31,3.985894203186035
244,32,3.985894203186035
244,33,3.985894203186035
244,34,3.985894203186035
244,35,3.985894203186035
244,36,3.985894203186035
244,37,3.985894203186035
244,38,3.985894203186035
244,39,3.985894203186035
244,40,3.985894203186035
244,41,3.985894203186035
244,42,3.985894203186035
244,43,3.985894203186035
244,44,3.985894203186035
244,45,3.985894203186035
244,46,3.985894203186035
244,47,3.985894203186035
244,48,3.985894203186035
244,49,3.985894203186035
26,0,1.150118350982666
26,1,0.2985595464706421
26,2,0.12992262840270996
26,3,0.12992262840270996
26,4,0.05316448211669922
26,5,0.009900927543640137
26,6,0.009900927543640137
26,7,0.009900927543640137
26,8,0.009900927543640137
26,9,0.009900927543640137
26,10,0.009900927543640137
26,11,0.009900927543640137
26,12,0.009900927543640137
26,13,0.009900927543640137
26,14,0.0034351348876953125
26,15,0.0034351348876953125
26,16,0.0034351348876953125
26,17,0.0034351348876953125
26,18,0.0034351348876953125
26,19,0.0034351348876953125
26,20,0.0034351348876953125
26,21,0.0034351348876953125
26,22,0.0034351348876953125
26,23,0.0034351348876953125
26,24,0.0034351348876953125
26,25,0.0034351348876953125
26,26,0.0034351348876953125
26,27,0.0005769729614257812
26,28,0.0005769729614257812
26,29,0.0005769729614257812
26,30,0.0005769729614257812
26,31,0.0005769729614257812
26,32,0.0005769729614257812
26,33,0.0005769729614257812
26,34,0.0005769729614257812
26,35,0.0005769729614257812
26,36,0.0005769729614257812
26,37,0.0005769729614257812
26,38,0.0005769729614257812
26,39,0.0005769729614257812
26,40,0.0005769729614257812
26,41,0.0005769729614257812
26,42,0.0005769729614257812
26,43,0.0005769729614257812
26,44,0.0005769729614257812
26,45,0.0005769729614257812
26,46,0.0005769729614257812
26,47,0.0005769729614257812
26,48,0.0005769729614257812
26,49,0.0005769729614257812
276,0,4.450081825256348
276,1,4.450081825256348
276,2,4.450081825256348
276,3,4.116603374481201
276,4,4.116603374481201
276,5,4.116603374481201
276,6,3.370677947998047
276,7,3.370677947998047
276,8,3.370677947998047
276,9,3.370677947998047
276,10,3.370677947998047
276,11,3.370677947998047
276,12,3.370677947998047
276,13,3.370677947998047
276,14,3.370677947998047
276,15,3.370677947998047
276,16,3.370677947998047
276,17,3.370677947998047
276,18,3.370677947998047
276,19,3.370677947998047
276,20,3.370677947998047
276,21,3.370677947998047
276,22,3.286935329437256
276,23,3.286935329437256
276,24,3.286935329437256
276,25,3.286935329437256
276,26,3.286935329437256
276,27,3.286935329437256
276,28,3.286935329437256
276,29,3.286935329437256
276,30,3.286935329437256
276,31,3.286935329437256
276,32,3.286935329437256
276,33,3.286935329437256
276,34,3.286935329437256
276,35,3.286935329437256
276,36,3.286935329437256
276,37,3.286935329437256
276,38,2.285642623901367
276,39,2.285642623901367
276,40,2.285642623901367
276,41,2.285642623901367
276,42,2.285642623901367
276,43,2.285642623901367
276,44,2.285642623901367
276,45,2.285642623901367
276,46,2.285642623901367
276,47,1.402856469154358
276,48,1.402856469154358
276,49,1.402856469154358
278,0,3.0974857807159424
278,1,2.7559354305267334
278,2,2.452139377593994
278,3,2.452139377593994
278,4,1.960566759109497
278,5,1.960566759109497
278,6,1.9025063514709473
278,7,1.6419105529785156
278,8,1.6419105529785156
278,9,1.6181917190551758
278,10,1.5773388147354126
278,11,1.3706951141357422
278,12,1.3706951141357422
278,13,1.3706951141357422
278,14,1.3706951141357422
278,15,1.3706951141357422
278,16,1.3706951141357422
278,17,1.3706951141357422
278,18,1.3706951141357422
278,19,1.3706951141357422
278,20,1.3706951141357422
278,21,1.3706951141357422
278,22,1.3706951141357422
278,23,1.3706951141357422
278,24,1.3706951141357422
278,25,1.3706951141357422
278,26,1.3706951141357422
278,27,1.3706951141357422
278,28,1.3706951141357422
278,29,1.3706951141357422
278,30,1.3706951141357422
278,31,1.3706951141357422
278,32,1.3706951141357422
278,33,1.3706951141357422
278,34,1.3706951141357422
278,35,1.3706951141357422
