sut,cell,arm,rep,d0,hv_raw,hv_pmi,hv_own,hv_cross,final_own_hv,gen0_own_hv,gen_to_90,frac_final_at_gen0,n_pareto_final,n_active_min,n_active_max,n_active_span,pareto_min_matdist,pareto_min_textdist,image_dim
llava,96,raw,3,1.716181755065918,0.8774552329177128,0.9999107290869174,0.8774552329177128,0.9999107290869174,0.8774552329177128,0.7221896993941155,2,0.8230501936750567,61,0,147,147,3.48673747794237e-05,0.44366514682769775,253
llava,196,raw,3,-0.06451988220214844,0.9993840061329506,0.9996943463971308,0.9993840061329506,0.9996943463971308,0.9993840061329506,0.9977993766466776,0,0.9984143937900261,61,0,118,118,4.5514661906054243e-05,0.4041498303413391,222
llava,278,raw,3,2.143124580383301,0.6708980395934468,0.998885424246434,0.6708980395934468,0.998885424246434,0.6708980395934468,0.40264336516459787,10,0.6001558230943603,64,0,122,122,2.994129499711562e-05,0.2924652695655823,229
llava,454,raw,3,0.11950206756591797,0.9998454252878824,0.9999433610083978,0.9998454252878824,0.9999433610083978,0.9998454252878824,0.8908294507464452,1,0.8909671717405231,80,0,182,182,2.2720023480360396e-05,0.27395784854888916,293
llava,474,raw,3,1.024472713470459,0.8685926727196192,0.999529904133902,0.8685926727196192,0.999529904133902,0.8685926727196192,0.8120256776967011,0,0.9348751183384921,60,0,187,187,2.2720023480360396e-05,0.29019153118133545,293
llava,2,pmi,1,-1.1898174285888672,0.9996846269916845,0.9987382847625572,0.9987382847625572,0.9996846269916845,0.9987382847625572,0.9190394481023153,0,0.9202004790682579,132,0,121,121,2.782623232633341e-05,0.3698081970214844,222
llava,26,pmi,1,-1.0256848335266113,0.9973833378370818,0.9913579897658603,0.9913579897658603,0.9973833378370818,0.9913579897658603,0.633374221063591,20,0.6388955630580854,69,0,120,120,2.782623232633341e-05,0.26109498739242554,222
llava,28,pmi,1,4.609247207641602,0.6111937211798475,0.9997367414984258,0.9997367414984258,0.6111937211798475,0.9997367414984258,0.9765046437581381,0,0.9767617846019473,63,0,120,120,2.782623232633341e-05,0.30685365200042725,222
llava,96,pmi,1,1.716181755065918,0.8089138179114371,0.9996017493278142,0.9996017493278142,0.8089138179114371,0.9996017493278142,0.9688060842798004,0,0.9691920656714312,52,0,138,138,3.48673747794237e-05,0.2681875228881836,253
llava,196,pmi,1,-0.06451988220214844,0.9997488318441866,0.9996490877669851,0.9996490877669851,0.9997488318441866,0.9996490877669851,0.9338624048698413,0,0.934190223647282,80,0,121,121,4.5514661906054243e-05,0.27890121936798096,222
llava,278,pmi,1,2.143124580383301,0.6976906515798886,0.9987686871614693,0.9987686871614693,0.6976906515798886,0.9987686871614693,0.9394640898253372,0,0.9406222901273793,64,0,119,119,2.994129499711562e-05,0.3992459774017334,229
llava,454,pmi,1,0.11950206756591797,0.9925262936146186,0.9966696728618478,0.9966696728618478,0.9925262936146186,0.9966696728618478,0.8963851624923898,1,0.8993803934241321,91,0,167,167,2.2720023480360396e-05,0.3778904676437378,293
llava,474,pmi,1,1.024472713470459,0.8794099407798194,0.9988652608093548,0.9988652608093548,0.8794099407798194,0.9988652608093548,0.9749976045306904,0,0.9761052293886715,78,0,167,167,2.2720023480360396e-05,0.23089861869812012,293
